NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|07/16/2010,2:14:51 PM|L-2891 (09-08).pdf|NA Life Compliance Manual|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|POS Instructions - Reinstatement.pdf|POS Instructions (Reinstatement)|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|06/19/2014,2:14:51 PM|L-2402 (6-14).pdf|Beneficiary/Ownership and Name Change Request|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/16/2013,2:14:51 PM|O-2816-2 (10-13).pdf|Beneficiary Information and Instructions|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|L-2777 (08-04) Multipurpose Service Request.pdf|Multipurpose Service Request|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|01/23/2014,2:14:51 PM|O-2818.pdf|Proof of Death Claimant Kit|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|06/19/2014,2:14:51 PM|O-2818-1 (4-14).pdf|Proof of Death Claimant Statement - Part 1|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|01/23/2014,2:14:51 PM|O-2818-2 (02-11).pdf|Proof of Death Claimant Statement - Part 2|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2818-NOC.pdf|Proof of Death Claimant Kit - Non-Contestable|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2818-CON.pdf|Proof of Death Claimant Kit - Contestable|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|IL|11/07/2012,2:14:51 PM|O-2818-NIL.pdf|Proof of Death Claimant Kit - Non-Contestable  (IL)|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|IL|11/07/2012,2:14:51 PM|O-2818-CIL.pdf|Proof of Death Claimant Kit - Contestable  (IL)|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|CL-473-DI (05-05) NA Disability Income Rider Claim Form.pdf|NA Disability Income Rider Claim Form|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|J-198 Loss Or Destruction Of New Policy.pdf|Loss Or Destruction Of New Policy|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|O-193 (03-01) Supplies Requisition.pdf|Supplies Requisition|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|02/11/2008,2:14:51 PM|L-2611 (11-07) Partial Surrender.pdf|Partial Surrender of Life Policies|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL|10/25/2014,1:46:06 PM|L-3176 (6-14).pdf|Arbitration Disclosure|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|07/17/2010,2:14:51 PM|O-2788 (05-08) .pdf|Automatic Distribution Option Request|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2800 (R2) (12-11).pdf|Survivorship Indexed Life Request Form|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|AL,AK,AZ,AR,CO,DE,DC,FL,GA,HI,ID,IN,IA,KS,KY,LA,ME,MD,MI,MS,MO,NE,NV,NH,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,UT,VT,VA,WV,WI,WY|07/22/2008,2:29:44 PM|L-3180 (02-08) Election App of Chronic Illness Benefits.pdf|Election App of Chronic Illness Benefits|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|IL|07/22/2008,2:29:44 PM|L-3180IL (06-08) Election App of Chronic Illness Benefits.pdf|Election App of Chronic Illness Benefits  (IL)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|MA|07/22/2008,2:29:44 PM|L-3180MA (02-08) Election App of Chronic Illness Benefits.pdf|Election App of Chronic Illness Benefits (MA)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|MN|07/22/2008,2:29:44 PM|L-3180MN (06-08) Election App - Continuous Confinement Benefits.pdf|Election App of Chronic Illness Benefits (MN)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|PA|07/17/2010,2:29:44 PM|L-3180CRT PA (02-08).pdf|PA Election App of Chronic Illness Benefits|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|PA|07/17/2010,2:29:44 PM|L-3180PA (12-08).pdf|Chronic Condition Benefits App - use on CG4 - CAIII (PA)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|NJ|07/22/2008,2:29:44 PM|L-3180CRT (02-08) Election App of Chronic Illness Benefits.pdf|Election App of Chronic Illness Benefits (NJ)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,TI|WA|07/22/2008,2:29:44 PM|L-3180WA (02-08) Election App of Chronic Illness Benefits.pdf|Election App of Chronic Illness Benefits (WA)|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|FL,VT|11/30/2006,2:14:51 PM|L-2723(99) (R1) (07-02) Secondary Addressee Designation.pdf|Secondary Addressee Designation  (FL, VT)|
NORA|S|==,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|07/16/2010,2:14:51 PM|L-2037 (R1) (11-07).pdf|Collateral Assignment of Split-Dollared Policy|
NORA|S|==,**|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|L-2223 (R3) (07-99) Indemnification Agreement.pdf|Indemnification Agreement|
NORA|S|==,BI,GB,CB,SG|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,1:46:06 PM|O-2754 (R2) (12-11).pdf|Indexed Life - Request Form|
NORA|S|==,BI,GB,CB,SG|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|O-2758 (07-06) Custom Builder IUL Authorization.pdf|UL Authorization|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,VI|11/07/2012,2:14:51 PM|O-2811 (11-11).pdf|Loan Request Form|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AK,AZ,CA,ID,LA,NV,NM,TX,WA,WI|11/07/2012,2:14:51 PM|O-2827 (R1) (05-12).pdf|Community Property Release|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|06/19/2014,2:14:51 PM|O-2808 (R2) (3-14).pdf|Ownership Form|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|Ownership Form.pdf|Business Entity Certificate|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,VI|10/25/2014,2:14:51 PM|O-2855 (9-14).pdf|Loan Request Form|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2014,2:14:51 PM|O-2853 (9-14).pdf|Surrender Request Form|
NORA|S|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2014,2:14:51 PM|O-2854 (9-14).pdf|Withdrawal Request Form|
NORA|M|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|POS Instructions - Medical.pdf|POS Instructions (Medical)|
NORA|M|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|POS Instructions - Non-Medical.pdf|POS Instructions (Non-Medical)|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2618 (R13) (04-12).pdf|Guidelines for Solicitation|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|03/09/2007,2:14:51 PM|L-3004 (R5) (01-07) Advertising Submission Form.pdf|Advertising Submission Form|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|11890Z (05-12).pdf|Contracting Checklist|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|6798Z (11-12).pdf|Contract Application|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2622 (R2) (02-12).pdf|Producer Contract Application and Agreement|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2621 (R2) (02-12).pdf|Distributor Contract Application and Agreement|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2623 (R2) (02-12).pdf|Licensed Only Producer Contract Application and Agreement|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|6772Z (09-12).pdf|Commission Direct Deposit Authorization|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2014,2:14:51 PM|O-2681 (6-14).pdf|Contract Transmittal - IMC|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2014,2:14:51 PM|O-2682 (6-14).pdf|Contract Transmittal - MGA Distribution|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|10/25/2014,2:14:51 PM|O-2727 (9-14).pdf|Direct Deposit Sign-Up Form 1199A|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|12/11/2012,2:14:51 PM|O-2761 (06-14).pdf|Assignment of Earnings|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2851 (09-12).pdf|Agent Information Change|
NORA|T|==,AD,BI,CA,CC,CG,CT,GB,CB,SG,TI|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/07/2012,2:14:51 PM|O-2844 (6-14).pdf|Annualization Addendum|
NORA|N|==,**|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|L-2983A (10-01) Part 1 Supplement.pdf|Financial Institution Disclosure II|
NORA|N|==,**|KY|11/30/2006,2:14:51 PM|L-2983A16 (11-01) KY Application Supplement.pdf|Financial Institution Disclosure II  (KY)|
NORA|N|==,**|AL,AK,AZ,AR,CO,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MI,MS,MO,NE,NV,NH,NM,NC,ND,OH,OK,OR,RI,SC,SD,TN,UT,VT,VA,WV,WI,WY|07/22/2008,2:29:44 PM|L-3179 (02-08) CIABR Benefit Worksheet and Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice|
NORA|N|==,**|MA|07/22/2008,2:29:44 PM|L-3179MA (02-08) CIABR Benefit Worksheet and Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice (MA)|
NORA|N|==,**|MN|07/22/2008,2:29:44 PM|L-3179MN (05-08) Cont Confinement Benefit Worksheet Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice (MN)|
NORA|N|==,**|NJ|07/22/2008,2:29:44 PM|L-3179CRT (02-08) CIABR Benefit Worksheet and Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice (NJ)|
NORA|N|==,**|PA|07/17/2010,2:29:44 PM|L-3179CRT PA (02-08).pdf|CIABR Benefit Worksheet and Payment Notice (PA)|
NORA|N|==,**|PA|07/17/2010,2:29:44 PM|L-3179PA (03-09).pdf|CIABR Benefit Notice - Products CG4 and CAIII (PA)|
NORA|N|==,**|TX|07/22/2008,2:29:44 PM|L-3179TX (05-08) CIABR Benefit Worksheet and Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice (TX)|
NORA|N|==,**|WA|07/22/2008,2:29:44 PM|L-3179WA (02-08) CIABR Benefit Worksheet and Payment Notice.pdf|CIABR Benefit Worksheet and Payment Notice (WA)|
NORA|N|==,**|AZ,CA,CT,DE,DC,GA,HI,ID,IL,IN,IA,KS,ME,MD,MA,MI,MN,MO,NE,NH,ND,OH,OK,PA,SC,SD,TN,TX,UT,VT,VA,WA,WI,WY|07/28/2008,2:14:51 PM|L-3163 (01-08) Rapid Request Form.pdf|Rapid Request Form|
NORA|N|==,**|AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY|11/30/2006,2:14:51 PM|PN001 (01-02) Privacy Notice.pdf|Privacy Notice|
PROT|R|==,AA,DA,HA,CA|AL,AK,AZ,AR,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY,PR|06/27/2011,5:12:11 PM|PL-DIP-G_11.05_8.08.pdf|Description of Information Practices|
PROT|R|==,AA,DA,HA,CA|MA|06/27/2011,5:12:11 PM|PL-DIP-MA_11.05_8.08.pdf|Description of Information Practices  (MA)|
PROT|R|==,AA,DA,HA,CA|MD|06/27/2011,5:12:11 PM|PL-DIP-MD_11.05_8.08.pdf|Description of Information Practices  (MD)|
PROT|R|==,AA,DA,HA,CA|ME|06/27/2011,5:12:11 PM|PL-DIP-ME_11.05_8.08.pdf|Description of Information Practices  (ME)|
PROT|R|==,AA,DA,HA|AL|05/12/2015,3:51:23 PM|ICC12-400_AL_packet.pdf|Application Packet  (AL)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|AK|05/12/2015,3:51:23 PM|ICC12-400_AK_packet.pdf|Application Packet  (AK)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|AR|05/12/2015,3:51:23 PM|PL-400-AR_packet.pdf|Application Packet  (AR)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|AZ|05/12/2015,3:51:23 PM|PL-400_AZ_packet.pdf|Application Packet  (AZ)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|CA|05/12/2015,3:51:23 PM|PL-400-TLR_CA_packet.pdf|Application Packet  (CA)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|CT|05/12/2015,3:51:23 PM|PL-400-CT_packet.pdf|Application Packet  (CT)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
PROT|R|==,AA,DA,HA|CO|05/12/2015,3:51:23 PM|ICC12-400_CO_packet.pdf|Application Packet  (CO)  Entire Application Package Enclosed|Must complete and sign for FIXED products.   Not for use with VARIABLE life products.
